Boys Participation,Boys School,Sheet Swap,Girls Participation,Girls School,Sport,State,Year
0,0,Boys,0,0,Softball -- Slow Pitch,CO,2003/2004
1684,100,Boys,3765,124,Swimming & Diving,CO,2003/2004
0,0,Boys,0,0,Synchronized Swimming,CO,2003/2004
0,0,Boys,0,0,Team Tennis,CO,2003/2004
3707,118,Boys,3601,132,Tennis,CO,2003/2004
0,0,Boys,0,0,Track and Field -- Indoor,CO,2003/2004
7992,284,Boys,6103,281,Track and Field,CO,2003/2004
0,0,Boys,8953,310,Volleyball,CO,2003/2004
0,0,Boys,0,0,Water Polo,CO,2003/2004
0,0,Boys,0,0,Weight Lifting,CO,2003/2004
5078,226,Boys,18,0,Wrestling,CO,2003/2004
0,0,Boys,0,0,Adapted Bowling,CT,2003/2004
0,0,Boys,0,0,Adapted Floor Hockey,CT,2003/2004
0,0,Boys,0,0,Adapted Soccer,CT,2003/2004
0,0,Boys,0,0,Adapted Softball,CT,2003/2004
0,0,Boys,0,0,Archery,CT,2003/2004
0,0,Boys,0,0,Badminton,CT,2003/2004
5775,170,Boys,0,0,Baseball,CT,2003/2004
5122,173,Boys,4263,174,Basketball,CT,2003/2004
0,0,Boys,0,0,Bowling,CT,2003/2004
0,0,Boys,0,0,Canoeing,CT,2003/2004
99,20,Boys,2068,139,Competitive Spirit Squad,CT,2003/2004
0,0,Boys,0,0,Crew,CT,2003/2004
2992,158,Boys,2294,151,Cross Country,CT,2003/2004
0,0,Boys,0,0,Decathlon,CT,2003/2004
0,0,Boys,0,0,Equestrian,CT,2003/2004
0,0,Boys,0,0,Fencing,CT,2003/2004
0,0,Boys,3322,76,Field Hockey,CT,2003/2004
0,0,Boys,0,0,Flag Football,CT,2003/2004
9032,130,Boys,8,0,Football,CT,2003/2004
0,0,Boys,0,0,Football -- 6-player,CT,2003/2004
0,0,Boys,0,0,Football -- 8-player,CT,2003/2004
0,0,Boys,0,0,Football -- 9-player,CT,2003/2004
1930,156,Boys,443,32,Golf,CT,2003/2004
0,0,Boys,430,60,Gymnastics,CT,2003/2004
0,0,Boys,0,0,Heptathlon,CT,2003/2004
1770,65,Boys,17,0,Ice Hockey,CT,2003/2004
0,0,Boys,0,0,Judo,CT,2003/2004
3192,61,Boys,2585,56,Lacrosse,CT,2003/2004
0,0,Boys,0,0,Native Youth Olympics,CT,2003/2004
0,0,Boys,0,0,Other 1:,CT,2003/2004
0,0,Boys,0,0,Other 2:,CT,2003/2004
0,0,Boys,0,0,Pentathlon,CT,2003/2004
0,0,Boys,0,0,Riflery,CT,2003/2004
0,0,Boys,0,0,Rodeo,CT,2003/2004
0,0,Boys,0,0,Rythmic Gymnastics,CT,2003/2004
0,0,Boys,0,0,Skiing -- Alpine,CT,2003/2004
0,0,Boys,0,0,Skiing -- Cross Country,CT,2003/2004
0,0,Boys,0,0,Snowboarding,CT,2003/2004
6515,169,Boys,5255,148,Soccer,CT,2003/2004
0,0,Boys,0,0,Soft Tennis,CT,2003/2004
0,0,Boys,4670,171,Softball,CT,2003/2004
0,0,Boys,0,0,Softball -- Slow Pitch,CT,2003/2004
1569,91,Boys,2896,93,Swimming & Diving,CT,2003/2004
0,0,Boys,0,0,Synchronized Swimming,CT,2003/2004
0,0,Boys,0,0,Team Tennis,CT,2003/2004
2182,139,Boys,2896,135,Tennis,CT,2003/2004
3636,126,Boys,3572,121,Track and Field -- Indoor,CT,2003/2004
5955,159,Boys,5640,155,Track and Field,CT,2003/2004
728,36,Boys,3751,143,Volleyball,CT,2003/2004
0,0,Boys,0,0,Water Polo,CT,2003/2004
0,0,Boys,0,0,Weight Lifting,CT,2003/2004
2545,115,Boys,63,0,Wrestling,CT,2003/2004
0,0,Boys,0,0,Adapted Bowling,DC,2003/2004
0,0,Boys,0,0,Adapted Floor Hockey,DC,2003/2004
0,0,Boys,0,0,Adapted Soccer,DC,2003/2004
0,0,Boys,0,0,Adapted Softball,DC,2003/2004
0,0,Boys,0,0,Archery,DC,2003/2004
0,0,Boys,0,0,Badminton,DC,2003/2004
175,10,Boys,0,0,Baseball,DC,2003/2004
359,15,Boys,249,13,Basketball,DC,2003/2004
0,0,Boys,0,0,Bowling,DC,2003/2004
0,0,Boys,0,0,Canoeing,DC,2003/2004
0,0,Boys,269,12,Competitive Spirit Squad,DC,2003/2004
22,1,Boys,42,1,Crew,DC,2003/2004
115,12,Boys,130,12,Cross Country,DC,2003/2004
0,0,Boys,0,0,Decathlon,DC,2003/2004
0,0,Boys,0,0,Equestrian,DC,2003/2004
0,0,Boys,0,0,Fencing,DC,2003/2004
0,0,Boys,0,0,Field Hockey,DC,2003/2004
0,0,Boys,0,0,Flag Football,DC,2003/2004
675,10,Boys,0,0,Football,DC,2003/2004
0,0,Boys,0,0,Football -- 6-player,DC,2003/2004
0,0,Boys,0,0,Football -- 8-player,DC,2003/2004
0,0,Boys,0,0,Football -- 9-player,DC,2003/2004
40,5,Boys,25,5,Golf,DC,2003/2004
0,0,Boys,0,0,Gymnastics,DC,2003/2004
0,0,Boys,0,0,Heptathlon,DC,2003/2004
0,0,Boys,0,0,Ice Hockey,DC,2003/2004
0,0,Boys,0,0,Judo,DC,2003/2004
0,0,Boys,60,2,Lacrosse,DC,2003/2004
0,0,Boys,0,0,Native Youth Olympics,DC,2003/2004
0,0,Boys,0,0,Other 1:,DC,2003/2004
0,0,Boys,0,0,Other 2:,DC,2003/2004
0,0,Boys,0,0,Pentathlon,DC,2003/2004
0,0,Boys,0,0,Riflery,DC,2003/2004
0,0,Boys,0,0,Rodeo,DC,2003/2004
0,0,Boys,0,0,Rythmic Gymnastics,DC,2003/2004
160,10,Boys,266,10,Skiing -- Alpine,DC,2003/2004
0,0,Boys,0,0,Skiing -- Cross Country,DC,2003/2004
0,0,Boys,0,0,Snowboarding,DC,2003/2004
112,7,Boys,80,5,Soccer,DC,2003/2004
0,0,Boys,0,0,Soft Tennis,DC,2003/2004
0,0,Boys,155,12,Softball,DC,2003/2004
0,0,Boys,0,0,Softball -- Slow Pitch,DC,2003/2004
50,4,Boys,35,4,Swimming & Diving,DC,2003/2004
0,0,Boys,0,0,Synchronized Swimming,DC,2003/2004
0,0,Boys,0,0,Team Tennis,DC,2003/2004
75,12,Boys,50,12,Tennis,DC,2003/2004
165,12,Boys,145,10,Track and Field -- Indoor,DC,2003/2004
255,12,Boys,235,12,Track and Field,DC,2003/2004
0,0,Boys,169,14,Volleyball,DC,2003/2004
0,0,Boys,0,0,Water Polo,DC,2003/2004
0,0,Boys,0,0,Weight Lifting,DC,2003/2004
15,1,Boys,0,0,Wrestling,DC,2003/2004
0,0,Boys,0,0,Adapted Bowling,DE,2003/2004
0,0,Boys,0,0,Adapted Floor Hockey,DE,2003/2004
0,0,Boys,0,0,Adapted Soccer,DE,2003/2004
0,0,Boys,0,0,Adapted Softball,DE,2003/2004
0,0,Boys,0,0,Archery,DE,2003/2004
0,0,Boys,0,0,Badminton,DE,2003/2004
1468,44,Boys,0,0,Baseball,DE,2003/2004
1347,43,Boys,968,42,Basketball,DE,2003/2004
0,0,Boys,0,0,Bowling,DE,2003/2004
0,0,Boys,0,0,Canoeing,DE,2003/2004
0,0,Boys,274,11,Competitive Spirit Squad,DE,2003/2004
48,1,Boys,47,1,Crew,DE,2003/2004
741,38,Boys,542,39,Cross Country,DE,2003/2004
0,0,Boys,0,0,Decathlon,DE,2003/2004
0,0,Boys,0,0,Equestrian,DE,2003/2004
0,0,Boys,0,0,Fencing,DE,2003/2004
0,0,Boys,1391,41,Field Hockey,DE,2003/2004
0,0,Boys,0,0,Flag Football,DE,2003/2004
2435,38,Boys,4,2,Football,DE,2003/2004
0,0,Boys,0,0,Football -- 6-player,DE,2003/2004
0,0,Boys,0,0,Football -- 8-player,DE,2003/2004
0,0,Boys,0,0,Football -- 9-player,DE,2003/2004
401,38,Boys,51,16,Golf,DE,2003/2004
0,0,Boys,0,0,Gymnastics,DE,2003/2004
0,0,Boys,0,0,Heptathlon,DE,2003/2004
39,2,Boys,0,0,Ice Hockey,DE,2003/2004
0,0,Boys,0,0,Judo,DE,2003/2004
1204,32,Boys,593,20,Lacrosse,DE,2003/2004
0,0,Boys,0,0,Native Youth Olympics,DE,2003/2004
0,0,Boys,0,0,Other 1:,DE,2003/2004
0,0,Boys,0,0,Other 2:,DE,2003/2004
0,0,Boys,0,0,Pentathlon,DE,2003/2004
0,0,Boys,0,0,Riflery,DE,2003/2004
0,0,Boys,0,0,Rodeo,DE,2003/2004
0,0,Boys,0,0,Rythmic Gymnastics,DE,2003/2004
0,0,Boys,0,0,Skiing -- Alpine,DE,2003/2004
0,0,Boys,0,0,Skiing -- Cross Country,DE,2003/2004
0,0,Boys,0,0,Snowboarding,DE,2003/2004
1459,41,Boys,1376,44,Soccer,DE,2003/2004
0,0,Boys,0,0,Soft Tennis,DE,2003/2004
0,0,Boys,987,37,Softball,DE,2003/2004
0,0,Boys,0,0,Softball -- Slow Pitch,DE,2003/2004
411,26,Boys,657,26,Swimming & Diving,DE,2003/2004
0,0,Boys,0,0,Synchronized Swimming,DE,2003/2004
0,0,Boys,0,0,Team Tennis,DE,2003/2004
412,30,Boys,535,31,Tennis,DE,2003/2004
566,30,Boys,550,32,Track and Field -- Indoor,DE,2003/2004
1082,35,Boys,974,35,Track and Field,DE,2003/2004
106,6,Boys,944,35,Volleyball,DE,2003/2004
0,0,Boys,0,0,Water Polo,DE,2003/2004
29,1,Boys,58,2,Weight Lifting,DE,2003/2004
917,39,Boys,2,2,Wrestling,DE,2003/2004
0,0,Boys,0,0,Adapted Bowling,FL,2003/2004
0,0,Boys,0,0,Adapted Floor Hockey,FL,2003/2004
0,0,Boys,0,0,Adapted Soccer,FL,2003/2004
0,0,Boys,0,0,Adapted Softball,FL,2003/2004
0,0,Boys,0,0,Archery,FL,2003/2004
157,15,Boys,204,16,Badminton,FL,2003/2004
13426,525,Boys,3,0,Baseball,FL,2003/2004
13773,582,Boys,10964,559,Basketball,FL,2003/2004
914,105,Boys,1442,116,Bowling,FL,2003/2004
0,0,Boys,0,0,Canoeing,FL,2003/2004
0,0,Boys,0,0,Competitive Spirit Squad,FL,2003/2004
139,8,Boys,181,8,Crew,FL,2003/2004
5665,483,Boys,5576,467,Cross Country,FL,2003/2004
0,0,Boys,0,0,Decathlon,FL,2003/2004
0,0,Boys,0,0,Equestrian,FL,2003/2004
0,0,Boys,0,0,Fencing,FL,2003/2004
0,0,Boys,0,0,Field Hockey,FL,2003/2004
0,0,Boys,3375,108,Flag Football,FL,2003/2004
35993,459,Boys,8,0,Football,FL,2003/2004
0,0,Boys,0,0,Football -- 6-player,FL,2003/2004
0,0,Boys,0,0,Football -- 8-player,FL,2003/2004
0,0,Boys,0,0,Football -- 9-player,FL,2003/2004
4075,478,Boys,2200,341,Golf,FL,2003/2004
0,0,Boys,0,0,Gymnastics,FL,2003/2004
0,0,Boys,0,0,Heptathlon,FL,2003/2004
0,0,Boys,0,0,Ice Hockey,FL,2003/2004
0,0,Boys,0,0,Judo,FL,2003/2004
1112,25,Boys,984,26,Lacrosse,FL,2003/2004
0,0,Boys,0,0,Native Youth Olympics,FL,2003/2004
0,0,Boys,0,0,Other 1:,FL,2003/2004
0,0,Boys,0,0,Other 2:,FL,2003/2004
0,0,Boys,0,0,Pentathlon,FL,2003/2004
0,0,Boys,0,0,Riflery,FL,2003/2004
0,0,Boys,0,0,Rodeo,FL,2003/2004
0,0,Boys,0,0,Rythmic Gymnastics,FL,2003/2004
0,0,Boys,0,0,Skiing -- Alpine,FL,2003/2004
0,0,Boys,0,0,Skiing -- Cross Country,FL,2003/2004
0,0,Boys,0,0,Snowboarding,FL,2003/2004
12666,472,Boys,12513,443,Soccer,FL,2003/2004
0,0,Boys,0,0,Soft Tennis,FL,2003/2004
0,0,Boys,10394,514,Softball,FL,2003/2004
0,0,Boys,884,48,Softball -- Slow Pitch,FL,2003/2004
4581,365,Boys,7535,372,Swimming & Diving,FL,2003/2004
0,0,Boys,0,0,Synchronized Swimming,FL,2003/2004
0,0,Boys,0,0,Team Tennis,FL,2003/2004
3850,415,Boys,4310,432,Tennis,FL,2003/2004
0,0,Boys,0,0,Track and Field -- Indoor,FL,2003/2004
12606,470,Boys,10914,462,Track and Field,FL,2003/2004
1577,104,Boys,12182,572,Volleyball,FL,2003/2004
910,64,Boys,1026,63,Water Polo,FL,2003/2004
5058,216,Boys,3812,137,Weight Lifting,FL,2003/2004
7284,315,Boys,467,33,Wrestling,FL,2003/2004
0,0,Boys,0,0,Adapted Bowling,GA,2003/2004
0,0,Boys,0,0,Adapted Floor Hockey,GA,2003/2004
0,0,Boys,0,0,Adapted Soccer,GA,2003/2004
0,0,Boys,0,0,Adapted Softball,GA,2003/2004
0,0,Boys,0,0,Archery,GA,2003/2004
0,0,Boys,0,0,Badminton,GA,2003/2004
11459,365,Boys,43,14,Baseball,GA,2003/2004
11374,375,Boys,9171,374,Basketball,GA,2003/2004
0,0,Boys,0,0,Bowling,GA,2003/2004
0,0,Boys,0,0,Canoeing,GA,2003/2004
118,50,Boys,4929,232,Competitive Spirit Squad,GA,2003/2004
0,0,Boys,0,0,Crew,GA,2003/2004
5067,329,Boys,3869,315,Cross Country,GA,2003/2004
0,0,Boys,0,0,Decathlon,GA,2003/2004
0,0,Boys,0,0,Equestrian,GA,2003/2004
0,0,Boys,0,0,Fencing,GA,2003/2004
0,0,Boys,0,0,Field Hockey,GA,2003/2004
0,0,Boys,0,0,Flag Football,GA,2003/2004
27047,355,Boys,88,24,Football,GA,2003/2004
0,0,Boys,0,0,Football -- 6-player,GA,2003/2004
0,0,Boys,0,0,Football -- 8-player,GA,2003/2004
0,0,Boys,0,0,Football -- 9-player,GA,2003/2004
3064,342,Boys,1267,272,Golf,GA,2003/2004
0,0,Boys,384,34,Gymnastics,GA,2003/2004
0,0,Boys,0,0,Heptathlon,GA,2003/2004
0,0,Boys,0,0,Ice Hockey,GA,2003/2004
0,0,Boys,0,0,Judo,GA,2003/2004
1102,25,Boys,1005,25,Lacrosse,GA,2003/2004
0,0,Boys,0,0,Native Youth Olympics,GA,2003/2004
157,19,Boys,74,15,Other 1:,GA,2003/2004
128,14,Boys,81,14,Other 2:,GA,2003/2004
0,0,Boys,0,0,Pentathlon,GA,2003/2004
731,101,Boys,255,88,Riflery,GA,2003/2004
0,0,Boys,0,0,Rodeo,GA,2003/2004
0,0,Boys,0,0,Rythmic Gymnastics,GA,2003/2004
0,0,Boys,0,0,Skiing -- Alpine,GA,2003/2004
0,0,Boys,0,0,Skiing -- Cross Country,GA,2003/2004
0,0,Boys,0,0,Snowboarding,GA,2003/2004
8005,284,Boys,7776,289,Soccer,GA,2003/2004
0,0,Boys,0,0,Soft Tennis,GA,2003/2004
0,0,Boys,7848,357,Softball,GA,2003/2004
0,0,Boys,516,23,Softball -- Slow Pitch,GA,2003/2004
2069,165,Boys,3161,173,Swimming & Diving,GA,2003/2004
0,0,Boys,0,0,Synchronized Swimming,GA,2003/2004
3638,337,Boys,4243,341,Team Tennis,GA,2003/2004
0,0,Boys,0,0,Tennis,GA,2003/2004
0,0,Boys,0,0,Track and Field -- Indoor,GA,2003/2004
9670,361,Boys,8102,359,Track and Field,GA,2003/2004
0,0,Boys,5127,231,Volleyball,GA,2003/2004
0,0,Boys,0,0,Water Polo,GA,2003/2004
3243,78,Boys,586,22,Weight Lifting,GA,2003/2004
6442,276,Boys,147,43,Wrestling,GA,2003/2004
0,0,Boys,0,0,Adapted Bowling,HI,2003/2004
0,0,Boys,0,0,Adapted Floor Hockey,HI,2003/2004
0,0,Boys,0,0,Adapted Soccer,HI,2003/2004
0,0,Boys,0,0,Adapted Softball,HI,2003/2004
0,0,Boys,0,0,Archery,HI,2003/2004
0,0,Boys,0,0,Badminton,HI,2003/2004
1704,62,Boys,45,25,Baseball,HI,2003/2004
1826,68,Boys,1651,65,Basketball,HI,2003/2004
477,50,Boys,472,53,Bowling,HI,2003/2004
1028,61,Boys,1209,59,Canoeing,HI,2003/2004
45,31,Boys,744,48,Competitive Spirit Squad,HI,2003/2004
0,0,Boys,0,0,Crew,HI,2003/2004
846,62,Boys,1089,60,Cross Country,HI,2003/2004
0,0,Boys,0,0,Decathlon,HI,2003/2004
0,0,Boys,0,0,Equestrian,HI,2003/2004
0,0,Boys,0,0,Fencing,HI,2003/2004
0,0,Boys,0,0,Field Hockey,HI,2003/2004
0,0,Boys,0,0,Flag Football,HI,2003/2004
4346,59,Boys,28,11,Football,HI,2003/2004
0,0,Boys,0,0,Football -- 6-player,HI,2003/2004
0,0,Boys,0,0,Football -- 8-player,HI,2003/2004
0,0,Boys,0,0,Football -- 9-player,HI,2003/2004
492,60,Boys,162,47,Golf,HI,2003/2004
0,0,Boys,0,0,Gymnastics,HI,2003/2004
0,0,Boys,0,0,Heptathlon,HI,2003/2004
0,0,Boys,0,0,Ice Hockey,HI,2003/2004
441,41,Boys,256,38,Judo,HI,2003/2004
0,0,Boys,0,0,Lacrosse,HI,2003/2004
0,0,Boys,0,0,Native Youth Olympics,HI,2003/2004
105,7,Boys,107,6,Other 1:,HI,2003/2004
20,4,Boys,17,5,Other 2:,HI,2003/2004
0,0,Boys,0,0,Pentathlon,HI,2003/2004
399,41,Boys,308,39,Riflery,HI,2003/2004
0,0,Boys,0,0,Rodeo,HI,2003/2004
0,0,Boys,0,0,Rythmic Gymnastics,HI,2003/2004
0,0,Boys,0,0,Skiing -- Alpine,HI,2003/2004
0,0,Boys,0,0,Skiing -- Cross Country,HI,2003/2004
0,0,Boys,0,0,Snowboarding,HI,2003/2004
1598,60,Boys,1727,59,Soccer,HI,2003/2004
103,22,Boys,149,23,Soft Tennis,HI,2003/2004
0,0,Boys,1068,54,Softball,HI,2003/2004
0,0,Boys,0,0,Softball -- Slow Pitch,HI,2003/2004
395,54,Boys,613,57,Swimming & Diving,HI,2003/2004
0,0,Boys,0,0,Synchronized Swimming,HI,2003/2004
0,0,Boys,0,0,Team Tennis,HI,2003/2004
751,62,Boys,960,61,Tennis,HI,2003/2004
0,0,Boys,0,0,Track and Field -- Indoor,HI,2003/2004
1938,64,Boys,1271,64,Track and Field,HI,2003/2004
1187,65,Boys,1846,71,Volleyball,HI,2003/2004
139,9,Boys,396,15,Water Polo,HI,2003/2004
0,0,Boys,0,0,Weight Lifting,HI,2003/2004
1026,49,Boys,316,48,Wrestling,HI,2003/2004
0,0,Boys,0,0,Adapted Bowling,IA,2003/2004
0,0,Boys,0,0,Adapted Floor Hockey,IA,2003/2004
0,0,Boys,0,0,Adapted Soccer,IA,2003/2004
0,0,Boys,0,0,Adapted Softball,IA,2003/2004
0,0,Boys,0,0,Archery,IA,2003/2004
0,0,Boys,0,0,Badminton,IA,2003/2004
10844,389,Boys,0,0,Baseball,IA,2003/2004
11871,398,Boys,8846,397,Basketball,IA,2003/2004
922,70,Boys,661,70,Bowling,IA,2003/2004
0,0,Boys,0,0,Canoeing,IA,2003/2004
53,6,Boys,2510,57,Competitive Spirit Squad,IA,2003/2004
0,0,Boys,0,0,Crew,IA,2003/2004
4108,308,Boys,3596,311,Cross Country,IA,2003/2004
0,0,Boys,0,0,Decathlon,IA,2003/2004
0,0,Boys,0,0,Equestrian,IA,2003/2004
0,0,Boys,0,0,Fencing,IA,2003/2004
0,0,Boys,0,0,Field Hockey,IA,2003/2004
0,0,Boys,0,0,Flag Football,IA,2003/2004
19767,354,Boys,60,0,Football,IA,2003/2004
0,0,Boys,0,0,Football -- 6-player,IA,2003/2004
1106,40,Boys,11,0,Football -- 8-player,IA,2003/2004
0,0,Boys,0,0,Football -- 9-player,IA,2003/2004
6713,364,Boys,3857,329,Golf,IA,2003/2004
0,0,Boys,0,0,Gymnastics,IA,2003/2004
0,0,Boys,0,0,Heptathlon,IA,2003/2004
0,0,Boys,0,0,Ice Hockey,IA,2003/2004
0,0,Boys,0,0,Judo,IA,2003/2004
0,0,Boys,0,0,Lacrosse,IA,2003/2004
0,0,Boys,0,0,Native Youth Olympics,IA,2003/2004
0,0,Boys,0,0,Other 1:,IA,2003/2004
0,0,Boys,0,0,Other 2:,IA,2003/2004
0,0,Boys,0,0,Pentathlon,IA,2003/2004
0,0,Boys,0,0,Riflery,IA,2003/2004
28,10,Boys,29,10,Rodeo,IA,2003/2004
0,0,Boys,0,0,Rythmic Gymnastics,IA,2003/2004
0,0,Boys,0,0,Skiing -- Alpine,IA,2003/2004
0,0,Boys,0,0,Skiing -- Cross Country,IA,2003/2004
0,0,Boys,0,0,Snowboarding,IA,2003/2004
4992,111,Boys,3536,78,Soccer,IA,2003/2004
0,0,Boys,0,0,Soft Tennis,IA,2003/2004
0,0,Boys,8395,386,Softball,IA,2003/2004
0,0,Boys,0,0,Softball -- Slow Pitch,IA,2003/2004
1066,52,Boys,1671,58,Swimming & Diving,IA,2003/2004
0,0,Boys,0,0,Synchronized Swimming,IA,2003/2004
0,0,Boys,0,0,Team Tennis,IA,2003/2004
2120,114,Boys,3243,118,Tennis,IA,2003/2004
0,0,Boys,0,0,Track and Field -- Indoor,IA,2003/2004
10825,381,Boys,9114,376,Track and Field,IA,2003/2004
0,0,Boys,12669,395,Volleyball,IA,2003/2004
0,0,Boys,0,0,Water Polo,IA,2003/2004
0,0,Boys,0,0,Weight Lifting,IA,2003/2004
6393,300,Boys,29,0,Wrestling,IA,2003/2004
0,0,Boys,0,0,Adapted Bowling,ID,2003/2004
0,0,Boys,0,0,Adapted Floor Hockey,ID,2003/2004
0,0,Boys,0,0,Adapted Soccer,ID,2003/2004
0,0,Boys,0,0,Adapted Softball,ID,2003/2004
0,0,Boys,0,0,Archery,ID,2003/2004
0,0,Boys,0,0,Badminton,ID,2003/2004
2452,92,Boys,0,0,Baseball,ID,2003/2004
4116,168,Boys,3611,164,Basketball,ID,2003/2004
0,0,Boys,0,0,Bowling,ID,2003/2004
0,0,Boys,0,0,Canoeing,ID,2003/2004
0,0,Boys,1756,142,Competitive Spirit Squad,ID,2003/2004
0,0,Boys,0,0,Crew,ID,2003/2004
1106,95,Boys,822,95,Cross Country,ID,2003/2004
0,0,Boys,0,0,Decathlon,ID,2003/2004
0,0,Boys,0,0,Equestrian,ID,2003/2004
0,0,Boys,0,0,Fencing,ID,2003/2004
0,0,Boys,0,0,Field Hockey,ID,2003/2004
0,0,Boys,0,0,Flag Football,ID,2003/2004
7573,154,Boys,0,0,Football,ID,2003/2004
0,0,Boys,0,0,Football -- 6-player,ID,2003/2004
776,37,Boys,0,0,Football -- 8-player,ID,2003/2004
0,0,Boys,0,0,Football -- 9-player,ID,2003/2004
1027,86,Boys,960,86,Golf,ID,2003/2004
0,0,Boys,0,0,Gymnastics,ID,2003/2004
0,0,Boys,0,0,Heptathlon,ID,2003/2004
0,0,Boys,0,0,Ice Hockey,ID,2003/2004
0,0,Boys,0,0,Judo,ID,2003/2004
0,0,Boys,0,0,Lacrosse,ID,2003/2004
0,0,Boys,0,0,Native Youth Olympics,ID,2003/2004
0,0,Boys,0,0,Other 1:,ID,2003/2004
0,0,Boys,0,0,Other 2:,ID,2003/2004
0,0,Boys,0,0,Pentathlon,ID,2003/2004
0,0,Boys,0,0,Riflery,ID,2003/2004
0,0,Boys,0,0,Rodeo,ID,2003/2004
0,0,Boys,0,0,Rythmic Gymnastics,ID,2003/2004
0,0,Boys,0,0,Skiing -- Alpine,ID,2003/2004
0,0,Boys,0,0,Skiing -- Cross Country,ID,2003/2004
0,0,Boys,0,0,Snowboarding,ID,2003/2004
1804,67,Boys,1636,63,Soccer,ID,2003/2004
0,0,Boys,0,0,Soft Tennis,ID,2003/2004
0,0,Boys,2256,94,Softball,ID,2003/2004
0,0,Boys,0,0,Softball -- Slow Pitch,ID,2003/2004
42,3,Boys,73,5,Swimming & Diving,ID,2003/2004
0,0,Boys,0,0,Synchronized Swimming,ID,2003/2004
0,0,Boys,0,0,Team Tennis,ID,2003/2004
916,50,Boys,960,50,Tennis,ID,2003/2004
0,0,Boys,0,0,Track and Field -- Indoor,ID,2003/2004
3558,149,Boys,2599,147,Track and Field,ID,2003/2004
0,0,Boys,3851,165,Volleyball,ID,2003/2004
0,0,Boys,0,0,Water Polo,ID,2003/2004
0,0,Boys,0,0,Weight Lifting,ID,2003/2004
2282,105,Boys,0,0,Wrestling,ID,2003/2004
0,0,Boys,0,0,Adapted Bowling,IL,2003/2004
0,0,Boys,0,0,Adapted Floor Hockey,IL,2003/2004
0,0,Boys,0,0,Adapted Soccer,IL,2003/2004
0,0,Boys,0,0,Adapted Softball,IL,2003/2004
0,0,Boys,0,0,Archery,IL,2003/2004
0,0,Boys,2620,78,Badminton,IL,2003/2004
23371,658,Boys,0,0,Baseball,IL,2003/2004
24747,720,Boys,18986,671,Basketball,IL,2003/2004
1979,127,Boys,3269,194,Bowling,IL,2003/2004
0,0,Boys,0,0,Canoeing,IL,2003/2004
0,0,Boys,0,0,Competitive Spirit Squad,IL,2003/2004
0,0,Boys,0,0,Crew,IL,2003/2004
8695,479,Boys,8125,477,Cross Country,IL,2003/2004
0,0,Boys,0,0,Decathlon,IL,2003/2004
0,0,Boys,0,0,Equestrian,IL,2003/2004
0,0,Boys,0,0,Fencing,IL,2003/2004
0,0,Boys,0,0,Field Hockey,IL,2003/2004
0,0,Boys,0,0,Flag Football,IL,2003/2004
49114,553,Boys,0,0,Football,IL,2003/2004
0,0,Boys,0,0,Football -- 6-player,IL,2003/2004
0,0,Boys,0,0,Football -- 8-player,IL,2003/2004
0,0,Boys,0,0,Football -- 9-player,IL,2003/2004
8534,535,Boys,3210,363,Golf,IL,2003/2004
1354,57,Boys,1800,95,Gymnastics,IL,2003/2004
0,0,Boys,0,0,Heptathlon,IL,2003/2004
0,0,Boys,0,0,Ice Hockey,IL,2003/2004
0,0,Boys,0,0,Judo,IL,2003/2004
0,0,Boys,0,0,Lacrosse,IL,2003/2004
0,0,Boys,0,0,Native Youth Olympics,IL,2003/2004
0,0,Boys,0,0,Other 1:,IL,2003/2004
0,0,Boys,0,0,Other 2:,IL,2003/2004
0,0,Boys,0,0,Pentathlon,IL,2003/2004
0,0,Boys,0,0,Riflery,IL,2003/2004
0,0,Boys,0,0,Rodeo,IL,2003/2004
0,0,Boys,0,0,Rythmic Gymnastics,IL,2003/2004
0,0,Boys,0,0,Skiing -- Alpine,IL,2003/2004
0,0,Boys,0,0,Skiing -- Cross Country,IL,2003/2004
0,0,Boys,0,0,Snowboarding,IL,2003/2004
17051,379,Boys,15082,341,Soccer,IL,2003/2004
0,0,Boys,0,0,Soft Tennis,IL,2003/2004
0,0,Boys,18446,640,Softball,IL,2003/2004
0,0,Boys,0,0,Softball -- Slow Pitch,IL,2003/2004
6282,249,Boys,7963,272,Swimming & Diving,IL,2003/2004
0,0,Boys,0,0,Synchronized Swimming,IL,2003/2004
0,0,Boys,0,0,Team Tennis,IL,2003/2004
7376,312,Boys,8524,328,Tennis,IL,2003/2004
0,0,Boys,0,0,Track and Field -- Indoor,IL,2003/2004
25353,587,Boys,16587,577,Track and Field,IL,2003/2004
5833,167,Boys,21978,695,Volleyball,IL,2003/2004
1737,64,Boys,1738,59,Water Polo,IL,2003/2004
0,0,Boys,0,0,Weight Lifting,IL,2003/2004
14679,397,Boys,0,0,Wrestling,IL,2003/2004
0,0,Boys,0,0,Adapted Bowling,IN,2003/2004
0,0,Boys,0,0,Adapted Floor Hockey,IN,2003/2004
0,0,Boys,0,0,Adapted Soccer,IN,2003/2004
0,0,Boys,0,0,Adapted Softball,IN,2003/2004
0,0,Boys,0,0,Archery,IN,2003/2004
0,0,Boys,0,0,Badminton,IN,2003/2004
11868,385,Boys,0,0,Baseball,IN,2003/2004
12230,396,Boys,10207,392,Basketball,IN,2003/2004
0,0,Boys,0,0,Bowling,IN,2003/2004
